_u,_v,re(NearPoyntingZ)*0.000025[irrad_W_per_m2]
-0.5,-0.5,4.17721e-07
-0.489899,-0.5,4.26407e-07
-0.479798,-0.5,4.35021e-07
-0.469697,-0.5,4.43525e-07
-0.459596,-0.5,4.51875e-07
-0.449495,-0.5,4.60024e-07
-0.439394,-0.5,4.6792e-07
-0.429293,-0.5,4.75507e-07
-0.419192,-0.5,4.82723e-07
-0.409091,-0.5,4.89503e-07
-0.39899,-0.5,4.95777e-07
-0.388889,-0.5,5.01469e-07
-0.378788,-0.5,5.06501e-07
-0.368687,-0.5,5.1073e-07
-0.358586,-0.5,5.14219e-07
-0.348485,-0.5,5.1689e-07
-0.338384,-0.5,5.18666e-07
-0.328283,-0.5,5.19466e-07
-0.318182,-0.5,5.19209e-07
-0.308081,-0.5,5.17815e-07
-0.29798,-0.5,5.15202e-07
-0.287879,-0.5,5.11295e-07
-0.277778,-0.5,5.06026e-07
-0.267677,-0.5,4.99336e-07
-0.257576,-0.5,4.91184e-07
-0.247475,-0.5,4.81731e-07
-0.237374,-0.5,4.70978e-07
-0.227273,-0.5,4.58859e-07
-0.217172,-0.5,4.4545e-07
-0.207071,-0.5,4.30855e-07
-0.19697,-0.5,4.15203e-07
-0.186869,-0.5,3.98645e-07
-0.176768,-0.5,3.81351e-07
-0.166667,-0.5,3.63507e-07
-0.156566,-0.5,3.4531e-07
-0.146465,-0.5,3.26962e-07
-0.136364,-0.5,3.08663e-07
-0.126263,-0.5,2.90607e-07
-0.116162,-0.5,2.72254e-07
-0.106061,-0.5,2.55787e-07
-0.0959596,-0.5,2.40248e-07
-0.0858586,-0.5,2.25778e-07
-0.0757576,-0.5,2.12494e-07
-0.0656566,-0.5,2.00493e-07
-0.0555556,-0.5,1.89844e-07
-0.0454545,-0.5,1.80595e-07
-0.0353535,-0.5,1.72774e-07
-0.0252525,-0.5,1.6639e-07
-0.0151515,-0.5,1.61439e-07
-0.00505051,-0.5,1.57908e-07
0.00505051,-0.5,1.55881e-07
0.0151515,-0.5,1.54587e-07
0.0252525,-0.5,1.5467e-07
0.0353535,-0.5,1.56021e-07
0.0454545,-0.5,1.58552e-07
0.0555556,-0.5,1.62197e-07
0.0656566,-0.5,1.66906e-07
0.0757576,-0.5,1.72646e-07
0.0858586,-0.5,1.79393e-07
0.0959596,-0.5,1.87124e-07
0.106061,-0.5,1.95813e-07
0.116162,-0.5,2.05423e-07
0.126263,-0.5,2.15901e-07
0.136364,-0.5,2.2652e-07
0.146465,-0.5,2.38215e-07
0.156566,-0.5,2.50451e-07
0.166667,-0.5,2.63087e-07
0.176768,-0.5,2.75973e-07
0.186869,-0.5,2.88952e-07
0.19697,-0.5,3.01866e-07
0.207071,-0.5,3.14557e-07
0.217172,-0.5,3.26873e-07
0.227273,-0.5,3.38672e-07
0.237374,-0.5,3.49823e-07
0.247475,-0.5,3.60208e-07
0.257576,-0.5,3.69496e-07
0.267677,-0.5,3.77899e-07
0.277778,-0.5,3.85318e-07
0.287879,-0.5,3.91716e-07
0.29798,-0.5,3.97072e-07
0.308081,-0.5,4.01383e-07
0.318182,-0.5,4.04659e-07
0.328283,-0.5,4.06925e-07
0.338384,-0.5,4.08214e-07
0.348485,-0.5,4.08572e-07
0.358586,-0.5,4.08048e-07
0.368687,-0.5,4.067e-07
0.378788,-0.5,4.04587e-07
0.388889,-0.5,4.01919e-07
0.39899,-0.5,3.98463e-07
0.409091,-0.5,3.94469e-07
0.419192,-0.5,3.89989e-07
0.429293,-0.5,3.85078e-07
0.439394,-0.5,3.79789e-07
0.449495,-0.5,3.74173e-07
0.459596,-0.5,3.68281e-07
0.469697,-0.5,3.62158e-07
0.479798,-0.5,3.55847e-07
0.489899,-0.5,3.4939e-07
0.5,-0.5,3.42823e-07
-0.5,-0.489899,4.34386e-07
-0.489899,-0.489899,4.43867e-07
-0.479798,-0.489899,4.53309e-07
-0.469697,-0.489899,4.62674e-07
-0.459596,-0.489899,4.71918e-07
-0.449495,-0.489899,4.80992e-07
-0.439394,-0.489899,4.89842e-07
-0.429293,-0.489899,4.9841e-07
-0.419192,-0.489899,5.06632e-07
-0.409091,-0.489899,5.14438e-07
-0.39899,-0.489899,5.21754e-07
-0.388889,-0.489899,5.28498e-07
-0.378788,-0.489899,5.34586e-07
-0.368687,-0.489899,5.39859e-07
-0.358586,-0.489899,5.44344e-07
-0.348485,-0.489899,5.47984e-07
-0.338384,-0.489899,5.50693e-07
-0.328283,-0.489899,5.5238e-07
-0.318182,-0.489899,5.52953e-07
-0.308081,-0.489899,5.52318e-07
-0.29798,-0.489899,5.50381e-07
-0.287879,-0.489899,5.47053e-07
-0.277778,-0.489899,5.42249e-07
-0.267677,-0.489899,5.35896e-07
-0.257576,-0.489899,5.27933e-07
-0.247475,-0.489899,5.18515e-07
-0.237374,-0.489899,5.07623e-07
-0.227273,-0.489899,4.95174e-07
-0.217172,-0.489899,4.81241e-07
-0.207071,-0.489899,4.65926e-07
-0.19697,-0.489899,4.49363e-07
-0.186869,-0.489899,4.31709e-07
-0.176768,-0.489899,4.1315e-07
-0.166667,-0.489899,3.9389e-07
-0.156566,-0.489899,3.74149e-07
-0.146465,-0.489899,3.54156e-07
-0.136364,-0.489899,3.34141e-07
-0.126263,-0.489899,3.14327e-07
-0.116162,-0.489899,2.94062e-07
-0.106061,-0.489899,2.75821e-07
-0.0959596,-0.489899,2.58576e-07
-0.0858586,-0.489899,2.42498e-07
-0.0757576,-0.489899,2.27731e-07
-0.0656566,-0.489899,2.14393e-07
-0.0555556,-0.489899,2.02572e-07
-0.0454545,-0.489899,1.92327e-07
-0.0353535,-0.489899,1.83692e-07
-0.0252525,-0.489899,1.76677e-07
-0.0151515,-0.489899,1.71277e-07
-0.00505051,-0.489899,1.67471e-07
0.00505051,-0.489899,1.65319e-07
0.0151515,-0.489899,1.64022e-07
0.0252525,-0.489899,1.64247e-07
0.0353535,-0.489899,1.65873e-07
0.0454545,-0.489899,1.68802e-07
0.0555556,-0.489899,1.72956e-07
0.0656566,-0.489899,1.7828e-07
0.0757576,-0.489899,1.84735e-07
0.0858586,-0.489899,1.92291e-07
0.0959596,-0.489899,2.00919e-07
0.106061,-0.489899,2.10585e-07
0.116162,-0.489899,2.21241e-07
0.126263,-0.489899,2.3282e-07
0.136364,-0.489899,2.44568e-07
0.146465,-0.489899,2.57398e-07
0.156566,-0.489899,2.70766e-07
0.166667,-0.489899,2.84513e-07
0.176768,-0.489899,2.98469e-07
0.186869,-0.489899,3.12459e-07
0.19697,-0.489899,3.26306e-07
0.207071,-0.489899,3.39837e-07
0.217172,-0.489899,3.52887e-07
0.227273,-0.489899,3.65301e-07
0.237374,-0.489899,3.76942e-07
0.247475,-0.489899,3.87686e-07
0.257576,-0.489899,3.97214e-07
0.267677,-0.489899,4.05708e-07
0.277778,-0.489899,4.13104e-07
0.287879,-0.489899,4.19368e-07
0.29798,-0.489899,4.24487e-07
0.308081,-0.489899,4.28464e-07
0.318182,-0.489899,4.3132e-07
0.328283,-0.489899,4.33088e-07
0.338384,-0.489899,4.33812e-07
0.348485,-0.489899,4.33547e-07
0.358586,-0.489899,4.32354e-07
0.368687,-0.489899,4.30298e-07
0.378788,-0.489899,4.27449e-07
0.388889,-0.489899,4.2412e-07
0.39899,-0.489899,4.19888e-07
0.409091,-0.489899,4.15112e-07
0.419192,-0.489899,4.09854e-07
0.429293,-0.489899,4.04171e-07
0.439394,-0.489899,3.98123e-07
0.449495,-0.489899,3.91764e-07
0.459596,-0.489899,3.85146e-07
0.469697,-0.489899,3.78318e-07
0.479798,-0.489899,3.71326e-07
0.489899,-0.489899,3.64211e-07
0.5,-0.489899,3.57011e-07
-0.5,-0.479798,4.51605e-07
-0.489899,-0.479798,4.61928e-07
-0.479798,-0.479798,4.7225e-07
-0.469697,-0.479798,4.82532e-07
-0.459596,-0.479798,4.9273e-07
-0.449495,-0.479798,5.02793e-07
-0.439394,-0.479798,5.12669e-07
-0.429293,-0.479798,5.22294e-07
-0.419192,-0.479798,5.31604e-07
-0.409091,-0.479798,5.40525e-07
-0.39899,-0.479798,5.48978e-07
-0.388889,-0.479798,5.56877e-07
-0.378788,-0.479798,5.64129e-07
-0.368687,-0.479798,5.70584e-07
-0.358586,-0.479798,5.7619e-07
-0.348485,-0.479798,5.80929e-07
-0.338384,-0.479798,5.84705e-07
-0.328283,-0.479798,5.87417e-07
-0.318182,-0.479798,5.8896e-07
-0.308081,-0.479798,5.89226e-07
-0.29798,-0.479798,5.88107e-07
-0.287879,-0.479798,5.85497e-07
-0.277778,-0.479798,5.81295e-07
-0.267677,-0.479798,5.75407e-07
-0.257576,-0.479798,5.67755e-07
-0.247475,-0.479798,5.58481e-07
-0.237374,-0.479798,5.47544e-07
-0.227273,-0.479798,5.3484e-07
-0.217172,-0.479798,5.20435e-07
-0.207071,-0.479798,5.04426e-07
-0.19697,-0.479798,4.86947e-07
-0.186869,-0.479798,4.68166e-07
-0.176768,-0.479798,4.48279e-07
-0.166667,-0.479798,4.2751e-07
-0.156566,-0.479798,4.06104e-07
-0.146465,-0.479798,3.84318e-07
-0.136364,-0.479798,3.62416e-07
-0.126263,-0.479798,3.40656e-07
-0.116162,-0.479798,3.18297e-07
-0.106061,-0.479798,2.98068e-07
-0.0959596,-0.479798,2.78903e-07
-0.0858586,-0.479798,2.61007e-07
-0.0757576,-0.479798,2.44559e-07
-0.0656566,-0.479798,2.29703e-07
-0.0555556,-0.479798,2.16549e-07
-0.0454545,-0.479798,2.05171e-07
-0.0353535,-0.479798,1.95611e-07
-0.0252525,-0.479798,1.87882e-07
-0.0151515,-0.479798,1.81974e-07
-0.00505051,-0.479798,1.77862e-07
0.00505051,-0.479798,1.75576e-07
0.0151515,-0.479798,1.74289e-07
0.0252525,-0.479798,1.7469e-07
0.0353535,-0.479798,1.76641e-07
0.0454545,-0.479798,1.80029e-07
0.0555556,-0.479798,1.8477e-07
0.0656566,-0.479798,1.90798e-07
0.0757576,-0.479798,1.98067e-07
0.0858586,-0.479798,2.0654e-07
0.0959596,-0.479798,2.16181e-07
0.106061,-0.479798,2.26944e-07
0.116162,-0.479798,2.3877e-07
0.126263,-0.479798,2.51575e-07
0.136364,-0.479798,2.6457e-07
0.146465,-0.479798,2.7865e-07
0.156566,-0.479798,2.93259e-07
0.166667,-0.479798,3.08215e-07
0.176768,-0.479798,3.23326e-07
0.186869,-0.479798,3.38395e-07
0.19697,-0.479798,3.53227e-07
0.207071,-0.479798,3.67633e-07
0.217172,-0.479798,3.81432e-07
0.227273,-0.479798,3.9446e-07
0.237374,-0.479798,4.06569e-07
0.247475,-0.479798,4.17634e-07
0.257576,-0.479798,4.27339e-07
0.267677,-0.479798,4.35866e-07
0.277778,-0.479798,4.43169e-07
0.287879,-0.479798,4.4922e-07
0.29798,-0.479798,4.54013e-07
0.308081,-0.479798,4.57564e-07
0.318182,-0.479798,4.59902e-07
0.328283,-0.479798,4.61072e-07
0.338384,-0.479798,4.6113e-07
0.348485,-0.479798,4.60141e-07
0.358586,-0.479798,4.58177e-07
0.368687,-0.479798,4.55316e-07
0.378788,-0.479798,4.51637e-07
0.388889,-0.479798,4.47533e-07
0.39899,-0.479798,4.42439e-07
0.409091,-0.479798,4.36804e-07
0.419192,-0.479798,4.30692e-07
0.429293,-0.479798,4.24169e-07
0.439394,-0.479798,4.17296e-07
0.449495,-0.479798,4.10133e-07
0.459596,-0.479798,4.02734e-07
0.469697,-0.479798,3.9515e-07
0.479798,-0.479798,3.87429e-07
0.489899,-0.479798,3.79612e-07
0.5,-0.479798,3.71739e-07
-0.5,-0.469697,4.69391e-07
-0.489899,-0.469697,4.80604e-07
-0.479798,-0.469697,4.91858e-07
-0.469697,-0.469697,5.03115e-07
-0.459596,-0.469697,5.1433e-07
-0.449495,-0.469697,5.25452e-07
-0.439394,-0.469697,5.36426e-07
-0.429293,-0.469697,5.4719e-07
-0.419192,-0.469697,5.57675e-07
-0.409091,-0.469697,5.67805e-07
-0.39899,-0.469697,5.77497e-07
-0.388889,-0.469697,5.86659e-07
-0.378788,-0.469697,5.95193e-07
-0.368687,-0.469697,6.0297e-07
-0.358586,-0.469697,6.09833e-07
-0.348485,-0.469697,6.15814e-07
-0.338384,-0.469697,6.20806e-07
-0.328283,-0.469697,6.24695e-07
-0.318182,-0.469697,6.27364e-07
-0.308081,-0.469697,6.2869e-07
-0.29798,-0.469697,6.28549e-07
-0.287879,-0.469697,6.26817e-07
-0.277778,-0.469697,6.23372e-07
-0.267677,-0.469697,6.18101e-07
-0.257576,-0.469697,6.10904e-07
-0.247475,-0.469697,6.01905e-07
-0.237374,-0.469697,5.91042e-07
-0.227273,-0.469697,5.7818e-07
-0.217172,-0.469697,5.63374e-07
-0.207071,-0.469697,5.46715e-07
-0.19697,-0.469697,5.28334e-07
-0.186869,-0.469697,5.08403e-07
-0.176768,-0.469697,4.87132e-07
-0.166667,-0.469697,4.64763e-07
-0.156566,-0.469697,4.41566e-07
-0.146465,-0.469697,4.17831e-07
-0.136364,-0.469697,3.93857e-07
-0.126263,-0.469697,3.69946e-07
-0.116162,-0.469697,3.45291e-07
-0.106061,-0.469697,3.22834e-07
-0.0959596,-0.469697,3.01504e-07
-0.0858586,-0.469697,2.81553e-07
-0.0757576,-0.469697,2.63196e-07
-0.0656566,-0.469697,2.46613e-07
-0.0555556,-0.469697,2.3194e-07
-0.0454545,-0.469697,2.1927e-07
-0.0353535,-0.469697,2.08656e-07
-0.0252525,-0.469697,2.00116e-07
-0.0151515,-0.469697,1.93635e-07
-0.00505051,-0.469697,1.89179e-07
0.00505051,-0.469697,1.86749e-07
0.0151515,-0.469697,1.85491e-07
0.0252525,-0.469697,1.86106e-07
0.0353535,-0.469697,1.8844e-07
0.0454545,-0.469697,1.92365e-07
0.0555556,-0.469697,1.97781e-07
0.0656566,-0.469697,2.04616e-07
0.0757576,-0.469697,2.12814e-07
0.0858586,-0.469697,2.22328e-07
0.0959596,-0.469697,2.33113e-07
0.106061,-0.469697,2.45111e-07
0.116162,-0.469697,2.58245e-07
0.126263,-0.469697,2.72415e-07
0.136364,-0.469697,2.86784e-07
0.146465,-0.469697,3.02244e-07
0.156566,-0.469697,3.18212e-07
0.166667,-0.469697,3.3448e-07
0.176768,-0.469697,3.50833e-07
0.186869,-0.469697,3.67053e-07
0.19697,-0.469697,3.82921e-07
0.207071,-0.469697,3.98231e-07
0.217172,-0.469697,4.12787e-07
0.227273,-0.469697,4.26415e-07
0.237374,-0.469697,4.38961e-07
0.247475,-0.469697,4.50296e-07
0.257576,-0.469697,4.60099e-07
0.267677,-0.469697,4.68587e-07
0.277778,-0.469697,4.75712e-07
0.287879,-0.469697,4.81455e-07
0.29798,-0.469697,4.85822e-07
0.308081,-0.469697,4.88838e-07
0.318182,-0.469697,4.90546e-07
0.328283,-0.469697,4.91003e-07
0.338384,-0.469697,4.90279e-07
0.348485,-0.469697,4.88452e-07
0.358586,-0.469697,4.85606e-07
0.368687,-0.469697,4.8183e-07
0.378788,-0.469697,4.77217e-07
0.388889,-0.469697,4.72217e-07
0.39899,-0.469697,4.66172e-07
0.409091,-0.469697,4.59591e-07
0.419192,-0.469697,4.52547e-07
0.429293,-0.469697,4.45108e-07
0.439394,-0.469697,4.37342e-07
0.449495,-0.469697,4.2931e-07
0.459596,-0.469697,4.2107e-07
0.469697,-0.469697,4.12676e-07
0.479798,-0.469697,4.04175e-07
0.489899,-0.469697,3.95612e-07
0.5,-0.469697,3.87024e-07
-0.5,-0.459596,4.87754e-07
-0.489899,-0.459596,4.99907e-07
-0.479798,-0.459596,5.12149e-07
-0.469697,-0.459596,5.24441e-07
-0.459596,-0.459596,5.36738e-07
-0.449495,-0.459596,5.48991e-07
-0.439394,-0.459596,5.61143e-07
-0.429293,-0.459596,5.7313e-07
-0.419192,-0.459596,5.84882e-07
-0.409091,-0.459596,5.9632e-07
-0.39899,-0.459596,6.07358e-07
-0.388889,-0.459596,6.17899e-07
-0.378788,-0.459596,6.27839e-07
-0.368687,-0.459596,6.37084e-07
-0.358586,-0.459596,6.45352e-07
-0.348485,-0.459596,6.5273e-07
-0.338384,-0.459596,6.591e-07
-0.328283,-0.459596,6.64335e-07
-0.318182,-0.459596,6.68304e-07
-0.308081,-0.459596,6.70868e-07
-0.29798,-0.459596,6.71885e-07
-0.287879,-0.459596,6.71212e-07
-0.277778,-0.459596,6.68704e-07
-0.267677,-0.459596,6.64226e-07
-0.257576,-0.459596,6.57652e-07
-0.247475,-0.459596,6.49086e-07
-0.237374,-0.459596,6.3844e-07
-0.227273,-0.459596,6.25545e-07
-0.217172,-0.459596,6.10435e-07
-0.207071,-0.459596,5.93191e-07
-0.19697,-0.459596,5.73939e-07
-0.186869,-0.459596,5.52853e-07
-0.176768,-0.459596,5.30151e-07
-0.166667,-0.459596,5.06094e-07
-0.156566,-0.459596,4.80979e-07
-0.146465,-0.459596,4.5513e-07
-0.136364,-0.459596,4.28888e-07
-0.126263,-0.459596,4.02598e-07
-0.116162,-0.459596,3.75427e-07
-0.106061,-0.459596,3.50473e-07
-0.0959596,-0.459596,3.26704e-07
-0.0858586,-0.459596,3.04424e-07
-0.0757576,-0.459596,2.83898e-07
-0.0656566,-0.459596,2.65347e-07
-0.0555556,-0.459596,2.48939e-07
-0.0454545,-0.459596,2.34793e-07
-0.0353535,-0.459596,2.22976e-07
-0.0252525,-0.459596,2.1351e-07
-0.0151515,-0.459596,2.06379e-07
-0.00505051,-0.459596,2.01537e-07
0.00505051,-0.459596,1.98952e-07
0.0151515,-0.459596,1.97745e-07
0.0252525,-0.459596,1.98623e-07
0.0353535,-0.459596,2.0141e-07
0.0454545,-0.459596,2.05959e-07
0.0555556,-0.459596,2.12157e-07
0.0656566,-0.459596,2.19918e-07
0.0757576,-0.459596,2.29176e-07
0.0858586,-0.459596,2.39873e-07
0.0959596,-0.459596,2.51952e-07
0.106061,-0.459596,2.65338e-07
0.116162,-0.459596,2.79936e-07
0.126263,-0.459596,2.95624e-07
0.136364,-0.459596,3.11513e-07
0.146465,-0.459596,3.28492e-07
0.156566,-0.459596,3.45945e-07
0.166667,-0.459596,3.63637e-07
0.176768,-0.459596,3.81324e-07
0.186869,-0.459596,3.98763e-07
0.19697,-0.459596,4.15713e-07
0.207071,-0.459596,4.31949e-07
0.217172,-0.459596,4.47262e-07
0.227273,-0.459596,4.61465e-07
0.237374,-0.459596,4.74399e-07
0.247475,-0.459596,4.85935e-07
0.257576,-0.459596,4.95748e-07
0.267677,-0.459596,5.04106e-07
0.277778,-0.459596,5.10951e-07
0.287879,-0.459596,5.16274e-07
0.29798,-0.459596,5.20094e-07
0.308081,-0.459596,5.22449e-07
0.318182,-0.459596,5.23398e-07
0.328283,-0.459596,5.23012e-07
0.338384,-0.459596,5.21376e-07
0.348485,-0.459596,5.18582e-07
0.358586,-0.459596,5.14728e-07
0.368687,-0.459596,5.09919e-07
0.378788,-0.459596,5.04258e-07
0.388889,-0.459596,4.98234e-07
0.39899,-0.459596,4.9114e-07
0.409091,-0.459596,4.83522e-07
0.419192,-0.459596,4.75459e-07
0.429293,-0.459596,4.67025e-07
0.439394,-0.459596,4.58291e-07
0.449495,-0.459596,4.49323e-07
0.459596,-0.459596,4.40181e-07
0.469697,-0.459596,4.30919e-07
0.479798,-0.459596,4.21588e-07
0.489899,-0.459596,4.1223e-07
0.5,-0.459596,4.02885e-07
-0.5,-0.449495,5.06708e-07
-0.489899,-0.449495,5.19852e-07
-0.479798,-0.449495,5.33137e-07
-0.469697,-0.449495,5.46526e-07
-0.459596,-0.449495,5.59975e-07
-0.449495,-0.449495,5.73433e-07
-0.439394,-0.449495,5.86844e-07
-0.429293,-0.449495,6.00144e-07
-0.419192,-0.449495,6.1326e-07
-0.409091,-0.449495,6.26112e-07
-0.39899,-0.449495,6.3861e-07
-0.388889,-0.449495,6.50653e-07
-0.378788,-0.449495,6.62132e-07
-0.368687,-0.449495,6.72992e-07
-0.358586,-0.449495,6.82824e-07
-0.348485,-0.449495,6.91769e-07
-0.338384,-0.449495,6.99694e-07
-0.328283,-0.449495,7.06462e-07
-0.318182,-0.449495,7.11924e-07
-0.308081,-0.449495,7.15924e-07
-0.29798,-0.449495,7.18303e-07
-0.287879,-0.449495,7.18893e-07
-0.277778,-0.449495,7.17528e-07
-0.267677,-0.449495,7.14045e-07
-0.257576,-0.449495,7.08291e-07
-0.247475,-0.449495,7.00344e-07
-0.237374,-0.449495,6.90091e-07
-0.227273,-0.449495,6.77314e-07
-0.217172,-0.449495,6.62027e-07
-0.207071,-0.449495,6.44292e-07
-0.19697,-0.449495,6.24225e-07
-0.186869,-0.449495,6.01996e-07
-0.176768,-0.449495,5.77831e-07
-0.166667,-0.449495,5.52007e-07
-0.156566,-0.449495,5.24849e-07
-0.146465,-0.449495,4.96716e-07
-0.136364,-0.449495,4.67993e-07
-0.126263,-0.449495,4.39076e-07
-0.116162,-0.449495,4.09147e-07
-0.106061,-0.449495,3.81396e-07
-0.0959596,-0.449495,3.54877e-07
-0.0858586,-0.449495,3.29958e-07
-0.0757576,-0.449495,3.06964e-07
-0.0656566,-0.449495,2.86165e-07
-0.0555556,-0.449495,2.67773e-07
-0.0454545,-0.449495,2.51935e-07
-0.0353535,-0.449495,2.3874e-07
-0.0252525,-0.449495,2.28216e-07
-0.0151515,-0.449495,2.20344e-07
-0.00505051,-0.449495,2.15067e-07
0.00505051,-0.449495,2.12316e-07
0.0151515,-0.449495,2.11189e-07
0.0252525,-0.449495,2.12389e-07
0.0353535,-0.449495,2.15711e-07
0.0454545,-0.449495,2.2099e-07
0.0555556,-0.449495,2.28092e-07
0.0656566,-0.449495,2.36918e-07
0.0757576,-0.449495,2.47388e-07
0.0858586,-0.449495,2.59432e-07
0.0959596,-0.449495,2.72974e-07
0.106061,-0.449495,2.87922e-07
0.116162,-0.449495,3.0416e-07
0.126263,-0.449495,3.21535e-07
0.136364,-0.449495,3.39104e-07
0.146465,-0.449495,3.57756e-07
0.156566,-0.449495,3.7683e-07
0.166667,-0.449495,3.96061e-07
0.176768,-0.449495,4.15176e-07
0.186869,-0.449495,4.33901e-07
0.19697,-0.449495,4.51974e-07
0.207071,-0.449495,4.69148e-07
0.217172,-0.449495,4.85201e-07
0.227273,-0.449495,4.99938e-07
0.237374,-0.449495,5.13195e-07
0.247475,-0.449495,5.24845e-07
0.257576,-0.449495,5.3456e-07
0.267677,-0.449495,5.4268e-07
0.277778,-0.449495,5.49122e-07
0.287879,-0.449495,5.53892e-07
0.29798,-0.449495,5.57024e-07
0.308081,-0.449495,5.58573e-07
0.318182,-0.449495,5.58615e-07
0.328283,-0.449495,5.57237e-07
0.338384,-0.449495,5.54541e-07
0.348485,-0.449495,5.50637e-07
0.358586,-0.449495,5.45638e-07
0.368687,-0.449495,5.39663e-07
0.378788,-0.449495,5.32831e-07
0.388889,-0.449495,5.2565e-07
0.39899,-0.449495,5.174e-07
0.409091,-0.449495,5.08646e-07
0.419192,-0.449495,4.99471e-07
0.429293,-0.449495,4.89957e-07
0.439394,-0.449495,4.80178e-07
0.449495,-0.449495,4.70202e-07
0.459596,-0.449495,4.60092e-07
0.469697,-0.449495,4.49904e-07
0.479798,-0.449495,4.39687e-07
0.489899,-0.449495,4.29486e-07
0.5,-0.449495,4.1934e-07
-0.5,-0.439394,5.26267e-07
-0.489899,-0.439394,5.40452e-07
-0.479798,-0.439394,5.54838e-07
-0.469697,-0.439394,5.69388e-07
-0.459596,-0.439394,5.84059e-07
-0.449495,-0.439394,5.98801e-07
-0.439394,-0.439394,6.13557e-07
-0.429293,-0.439394,6.28263e-07
-0.419192,-0.439394,6.42845e-07
-0.409091,-0.439394,6.57223e-07
-0.39899,-0.439394,6.71301e-07
-0.388889,-0.439394,6.84978e-07
-0.378788,-0.439394,6.98138e-07
-0.368687,-0.439394,7.10763e-07
-0.358586,-0.439394,7.2233e-07
-0.348485,-0.439394,7.33024e-07
-0.338384,-0.439394,7.42699e-07
-0.328283,-0.439394,7.51202e-07
-0.318182,-0.439394,7.5837e-07
-0.308081,-0.439394,7.64028e-07
-0.29798,-0.439394,7.67995e-07
-0.287879,-0.439394,7.70081e-07
-0.277778,-0.439394,7.70093e-07
-0.267677,-0.439394,7.6784e-07
-0.257576,-0.439394,7.63135e-07
-0.247475,-0.439394,7.56023e-07
-0.237374,-0.439394,7.46371e-07
-0.227273,-0.439394,7.33902e-07
-0.217172,-0.439394,7.18598e-07
-0.207071,-0.439394,7.00499e-07
-0.19697,-0.439394,6.79701e-07
-0.186869,-0.439394,6.56368e-07
-0.176768,-0.439394,6.30728e-07
-0.166667,-0.439394,6.03072e-07
-0.156566,-0.439394,5.73748e-07
-0.146465,-0.439394,5.43156e-07
-0.136364,-0.439394,5.11727e-07
-0.126263,-0.439394,4.79915e-07
-0.116162,-0.439394,4.46965e-07
-0.106061,-0.439394,4.16081e-07
-0.0959596,-0.439394,3.86461e-07
-0.0858586,-0.439394,3.5855e-07
-0.0757576,-0.439394,3.32743e-07
-0.0656566,-0.439394,3.09374e-07
-0.0555556,-0.439394,2.88706e-07
-0.0454545,-0.439394,2.70928e-07
-0.0353535,-0.439394,2.5615e-07
-0.0252525,-0.439394,2.44413e-07
-0.0151515,-0.439394,2.35695e-07
-0.00505051,-0.439394,2.29924e-07
0.00505051,-0.439394,2.26993e-07
0.0151515,-0.439394,2.25986e-07
0.0252525,-0.439394,2.27578e-07
0.0353535,-0.439394,2.31536e-07
0.0454545,-0.439394,2.37667e-07
0.0555556,-0.439394,2.45818e-07
0.0656566,-0.439394,2.5587e-07
0.0757576,-0.439394,2.67729e-07
0.0858586,-0.439394,2.81304e-07
0.0959596,-0.439394,2.96503e-07
0.106061,-0.439394,3.1321e-07
0.116162,-0.439394,3.31281e-07
0.126263,-0.439394,3.50532e-07
0.136364,-0.439394,3.6996e-07
0.146465,-0.439394,3.90451e-07
0.156566,-0.439394,4.11293e-07
0.166667,-0.439394,4.32184e-07
0.176768,-0.439394,4.52818e-07
0.186869,-0.439394,4.72892e-07
0.19697,-0.439394,4.92118e-07
0.207071,-0.439394,5.10231e-07
0.217172,-0.439394,5.26992e-07
0.227273,-0.439394,5.42201e-07
0.237374,-0.439394,5.55693e-07
0.247475,-0.439394,5.67345e-07
0.257576,-0.439394,5.7684e-07
0.267677,-0.439394,5.84587e-07
0.277778,-0.439394,5.90479e-07
0.287879,-0.439394,5.9454e-07
0.29798,-0.439394,5.9682e-07
0.308081,-0.439394,5.97395e-07
0.318182,-0.439394,5.96358e-07
0.328283,-0.439394,5.9382e-07
0.338384,-0.439394,5.89899e-07
0.348485,-0.439394,5.84724e-07
0.358586,-0.439394,5.78427e-07
0.368687,-0.439394,5.71144e-07
0.378788,-0.439394,5.63007e-07
0.388889,-0.439394,5.54528e-07
0.39899,-0.439394,5.45008e-07
0.409091,-0.439394,5.35011e-07
0.419192,-0.439394,5.24627e-07
0.429293,-0.439394,5.13943e-07
0.439394,-0.439394,5.03035e-07
0.449495,-0.439394,4.91977e-07
0.459596,-0.439394,4.8083e-07
0.469697,-0.439394,4.69653e-07
0.479798,-0.439394,4.58496e-07
0.489899,-0.439394,4.47403e-07
0.5,-0.439394,4.36411e-07
-0.5,-0.429293,5.46445e-07
-0.489899,-0.429293,5.61724e-07
-0.479798,-0.429293,5.7727e-07
-0.469697,-0.429293,5.93046e-07
-0.459596,-0.429293,6.09011e-07
-0.449495,-0.429293,6.25117e-07
-0.439394,-0.429293,6.41307e-07
-0.429293,-0.429293,6.57518e-07
-0.419192,-0.429293,6.73675e-07
-0.409091,-0.429293,6.89695e-07
-0.39899,-0.429293,7.05483e-07
-0.388889,-0.429293,7.20933e-07
-0.378788,-0.429293,7.35924e-07
-0.368687,-0.429293,7.50467e-07
