_u,_v,re(NearPoyntingZ)*0.000025[irrad_W_per_m2]
-0.0151515,-0.0757576,6.45271e-05
-0.00505051,-0.0757576,6.39531e-05
0.00505051,-0.0757576,6.37757e-05
0.0151515,-0.0757576,6.41337e-05
0.0252525,-0.0757576,6.51551e-05
0.0353535,-0.0757576,6.63104e-05
0.0454545,-0.0757576,6.68335e-05
0.0555556,-0.0757576,6.60946e-05
0.0656566,-0.0757576,6.38465e-05
0.0757576,-0.0757576,6.02426e-05
0.0858586,-0.0757576,5.56886e-05
0.0959596,-0.0757576,5.06588e-05
0.106061,-0.0757576,4.55664e-05
0.116162,-0.0757576,4.07064e-05
0.126263,-0.0757576,3.62515e-05
0.136364,-0.0757576,3.23984e-05
0.146465,-0.0757576,2.89592e-05
0.156566,-0.0757576,2.5971e-05
0.166667,-0.0757576,2.3371e-05
0.176768,-0.0757576,2.11004e-05
0.186869,-0.0757576,1.91082e-05
0.19697,-0.0757576,1.7351e-05
0.207071,-0.0757576,1.57935e-05
0.217172,-0.0757576,1.44068e-05
0.227273,-0.0757576,1.31672e-05
0.237374,-0.0757576,1.20554e-05
0.247475,-0.0757576,1.10556e-05
0.257576,-0.0757576,1.01504e-05
0.267677,-0.0757576,9.33587e-06
0.277778,-0.0757576,8.59907e-06
0.287879,-0.0757576,7.93217e-06
0.29798,-0.0757576,7.32807e-06
0.308081,-0.0757576,6.7803e-06
0.318182,-0.0757576,6.28303e-06
0.328283,-0.0757576,5.83102e-06
0.338384,-0.0757576,5.41958e-06
0.348485,-0.0757576,5.04453e-06
0.358586,-0.0757576,4.70212e-06
0.368687,-0.0757576,4.38904e-06
0.378788,-0.0757576,4.10234e-06
0.388889,-0.0757576,3.83579e-06
0.39899,-0.0757576,3.59191e-06
0.409091,-0.0757576,3.36726e-06
0.419192,-0.0757576,3.16013e-06
0.429293,-0.0757576,2.96893e-06
0.439394,-0.0757576,2.79225e-06
0.449495,-0.0757576,2.62881e-06
0.459596,-0.0757576,2.47744e-06
0.469697,-0.0757576,2.33711e-06
0.479798,-0.0757576,2.20685e-06
0.489899,-0.0757576,2.08582e-06
0.5,-0.0757576,1.97324e-06
-0.5,-0.0656566,2.05819e-06
-0.489899,-0.0656566,2.17595e-06
-0.479798,-0.0656566,2.30269e-06
-0.469697,-0.0656566,2.43924e-06
-0.459596,-0.0656566,2.58656e-06
-0.449495,-0.0656566,2.74572e-06
-0.439394,-0.0656566,2.91789e-06
-0.429293,-0.0656566,3.10441e-06
-0.419192,-0.0656566,3.30675e-06
-0.409091,-0.0656566,3.52658e-06
-0.39899,-0.0656566,3.76577e-06
-0.388889,-0.0656566,4.0264e-06
-0.378788,-0.0656566,4.31083e-06
-0.368687,-0.0656566,4.62306e-06
-0.358586,-0.0656566,4.96318e-06
-0.348485,-0.0656566,5.33664e-06
-0.338384,-0.0656566,5.74757e-06
-0.328283,-0.0656566,6.20074e-06
-0.318182,-0.0656566,6.70162e-06
-0.308081,-0.0656566,7.25657e-06
-0.29798,-0.0656566,7.87292e-06
-0.287879,-0.0656566,8.55922e-06
-0.277778,-0.0656566,9.32538e-06
-0.267677,-0.0656566,1.0183e-05
-0.257576,-0.0656566,1.11456e-05
-0.247475,-0.0656566,1.22186e-05
-0.237374,-0.0656566,1.34547e-05
-0.227273,-0.0656566,1.48549e-05
-0.217172,-0.0656566,1.64461e-05
-0.207071,-0.0656566,1.82603e-05
-0.19697,-0.0656566,2.03356e-05
-0.186869,-0.0656566,2.27167e-05
-0.176768,-0.0656566,2.54555e-05
-0.166667,-0.0656566,2.86099e-05
-0.156566,-0.0656566,3.22409e-05
-0.146465,-0.0656566,3.64043e-05
-0.136364,-0.0656566,4.11353e-05
-0.126263,-0.0656566,4.64224e-05
-0.116162,-0.0656566,5.22451e-05
-0.106061,-0.0656566,5.8349e-05
-0.0959596,-0.0656566,6.4493e-05
-0.0858586,-0.0656566,7.02697e-05
-0.0757576,-0.0656566,7.52211e-05
-0.0656566,-0.0656566,7.89673e-05
-0.0555556,-0.0656566,8.1349e-05
-0.0454545,-0.0656566,8.24917e-05
-0.0353535,-0.0656566,8.2735e-05
-0.0252525,-0.0656566,8.24905e-05
-0.0151515,-0.0656566,8.21582e-05
-0.00505051,-0.0656566,8.21013e-05
0.00505051,-0.0656566,8.23885e-05
0.0151515,-0.0656566,8.316e-05
0.0252525,-0.0656566,8.43332e-05
0.0353535,-0.0656566,8.50425e-05
0.0454545,-0.0656566,8.43226e-05
0.0555556,-0.0656566,8.1637e-05
0.0656566,-0.0656566,7.70595e-05
0.0757576,-0.0656566,7.11107e-05
0.0858586,-0.0656566,6.44643e-05
0.0959596,-0.0656566,5.77197e-05
0.106061,-0.0656566,5.13008e-05
0.116162,-0.0656566,4.5449e-05
0.126263,-0.0656566,4.02599e-05
0.136364,-0.0656566,3.58609e-05
0.146465,-0.0656566,3.19928e-05
0.156566,-0.0656566,2.86477e-05
0.166667,-0.0656566,2.57396e-05
0.176768,-0.0656566,2.31966e-05
0.186869,-0.0656566,2.09605e-05
0.19697,-0.0656566,1.89844e-05
0.207071,-0.0656566,1.72304e-05
0.217172,-0.0656566,1.56682e-05
0.227273,-0.0656566,1.42728e-05
0.237374,-0.0656566,1.30234e-05
0.247475,-0.0656566,1.19024e-05
0.257576,-0.0656566,1.08893e-05
0.267677,-0.0656566,9.98367e-06
0.277778,-0.0656566,9.16705e-06
0.287879,-0.0656566,8.43048e-06
0.29798,-0.0656566,7.76566e-06
0.308081,-0.0656566,7.16501e-06
0.318182,-0.0656566,6.6217e-06
0.328283,-0.0656566,6.12959e-06
0.338384,-0.0656566,5.6832e-06
0.348485,-0.0656566,5.27766e-06
0.358586,-0.0656566,4.90862e-06
0.368687,-0.0656566,4.57225e-06
0.378788,-0.0656566,4.26513e-06
0.388889,-0.0656566,3.97996e-06
0.39899,-0.0656566,3.7202e-06
0.409091,-0.0656566,3.4817e-06
0.419192,-0.0656566,3.26244e-06
0.429293,-0.0656566,3.06061e-06
0.439394,-0.0656566,2.87458e-06
0.449495,-0.0656566,2.7029e-06
0.459596,-0.0656566,2.54426e-06
0.469697,-0.0656566,2.39749e-06
0.479798,-0.0656566,2.26152e-06
0.489899,-0.0656566,2.13541e-06
0.5,-0.0656566,2.0183e-06
-0.5,-0.0555556,2.09669e-06
-0.489899,-0.0555556,2.21812e-06
-0.479798,-0.0555556,2.34895e-06
-0.469697,-0.0555556,2.49009e-06
-0.459596,-0.0555556,2.64255e-06
-0.449495,-0.0555556,2.80746e-06
-0.439394,-0.0555556,2.98612e-06
-0.429293,-0.0555556,3.17993e-06
-0.419192,-0.0555556,3.39051e-06
-0.409091,-0.0555556,3.61966e-06
-0.39899,-0.0555556,3.8694e-06
-0.388889,-0.0555556,4.14201e-06
-0.378788,-0.0555556,4.44007e-06
-0.368687,-0.0555556,4.76709e-06
-0.358586,-0.0555556,5.12461e-06
-0.348485,-0.0555556,5.51794e-06
-0.338384,-0.0555556,5.9516e-06
-0.328283,-0.0555556,6.43081e-06
-0.318182,-0.0555556,6.96161e-06
-0.308081,-0.0555556,7.55097e-06
-0.29798,-0.0555556,8.20699e-06
-0.287879,-0.0555556,8.93906e-06
-0.277778,-0.0555556,9.75815e-06
-0.267677,-0.0555556,1.0677e-05
-0.257576,-0.0555556,1.17105e-05
-0.247475,-0.0555556,1.28497e-05
-0.237374,-0.0555556,1.41836e-05
-0.227273,-0.0555556,1.56992e-05
-0.217172,-0.0555556,1.74272e-05
-0.207071,-0.0555556,1.9404e-05
-0.19697,-0.0555556,2.16736e-05
-0.186869,-0.0555556,2.42883e-05
-0.176768,-0.0555556,2.73106e-05
-0.166667,-0.0555556,3.08135e-05
-0.156566,-0.0555556,3.48797e-05
-0.146465,-0.0555556,3.95962e-05
-0.136364,-0.0555556,4.50418e-05
-0.126263,-0.0555556,5.12621e-05
-0.116162,-0.0555556,5.82552e-05
-0.106061,-0.0555556,6.58364e-05
-0.0959596,-0.0555556,7.37735e-05
-0.0858586,-0.0555556,8.16141e-05
-0.0757576,-0.0555556,8.87786e-05
-0.0656566,-0.0555556,9.47065e-05
-0.0555556,-0.0555556,9.90617e-05
-0.0454545,-0.0555556,0.000101877
-0.0353535,-0.0555556,0.000103516
-0.0252525,-0.0555556,0.000104486
-0.0151515,-0.0555556,0.000105285
-0.00505051,-0.0555556,0.000106315
0.00505051,-0.0555556,0.000107602
0.0151515,-0.0555556,0.000108931
0.0252525,-0.0555556,0.000109828
0.0353535,-0.0555556,0.000109031
0.0454545,-0.0555556,0.000105605
0.0555556,-0.0555556,9.94992e-05
0.0656566,-0.0555556,9.14276e-05
0.0757576,-0.0555556,8.23977e-05
0.0858586,-0.0555556,7.33009e-05
0.0959596,-0.0555556,6.47372e-05
0.106061,-0.0555556,5.70195e-05
0.116162,-0.0555556,5.02487e-05
0.126263,-0.0555556,4.43951e-05
0.136364,-0.0555556,3.94849e-05
0.146465,-0.0555556,3.5193e-05
0.156566,-0.0555556,3.14761e-05
0.166667,-0.0555556,2.82342e-05
0.176768,-0.0555556,2.53892e-05
0.186869,-0.0555556,2.28803e-05
0.19697,-0.0555556,2.06593e-05
0.207071,-0.0555556,1.86875e-05
0.217172,-0.0555556,1.69329e-05
0.227273,-0.0555556,1.53689e-05
0.237374,-0.0555556,1.39728e-05
0.247475,-0.0555556,1.27247e-05
0.257576,-0.0555556,1.16015e-05
0.267677,-0.0555556,1.06028e-05
0.277778,-0.0555556,9.70556e-06
0.287879,-0.0555556,8.89933e-06
0.29798,-0.0555556,8.17437e-06
0.308081,-0.0555556,7.52185e-06
0.318182,-0.0555556,6.93378e-06
0.328283,-0.0555556,6.40301e-06
0.338384,-0.0555556,5.92319e-06
0.348485,-0.0555556,5.4887e-06
0.358586,-0.0555556,5.09455e-06
0.368687,-0.0555556,4.73635e-06
0.378788,-0.0555556,4.41023e-06
0.388889,-0.0555556,4.10798e-06
0.39899,-0.0555556,3.83369e-06
0.409091,-0.0555556,3.58257e-06
0.419192,-0.0555556,3.35232e-06
0.429293,-0.0555556,3.14089e-06
0.439394,-0.0555556,2.94646e-06
0.449495,-0.0555556,2.76741e-06
0.459596,-0.0555556,2.60228e-06
0.469697,-0.0555556,2.44979e-06
0.479798,-0.0555556,2.30876e-06
0.489899,-0.0555556,2.17817e-06
0.5,-0.0555556,2.05708e-06
-0.5,-0.0454545,2.12982e-06
-0.489899,-0.0454545,2.25442e-06
-0.479798,-0.0454545,2.38878e-06
-0.469697,-0.0454545,2.53388e-06
-0.459596,-0.0454545,2.69079e-06
-0.449495,-0.0454545,2.86071e-06
-0.439394,-0.0454545,3.045e-06
-0.429293,-0.0454545,3.24517e-06
-0.419192,-0.0454545,3.46295e-06
-0.409091,-0.0454545,3.70025e-06
-0.39899,-0.0454545,3.95926e-06
-0.388889,-0.0454545,4.24241e-06
-0.378788,-0.0454545,4.5525e-06
-0.368687,-0.0454545,4.8921e-06
-0.358586,-0.0454545,5.2651e-06
-0.348485,-0.0454545,5.67617e-06
-0.338384,-0.0454545,6.13019e-06
-0.328283,-0.0454545,6.63283e-06
-0.318182,-0.0454545,7.19064e-06
-0.308081,-0.0454545,7.8112e-06
-0.29798,-0.0454545,8.50332e-06
-0.287879,-0.0454545,9.27725e-06
-0.277778,-0.0454545,1.01449e-05
-0.267677,-0.0454545,1.11201e-05
-0.257576,-0.0454545,1.22191e-05
-0.247475,-0.0454545,1.34157e-05
-0.237374,-0.0454545,1.48382e-05
-0.227273,-0.0454545,1.64587e-05
-0.217172,-0.0454545,1.8311e-05
-0.207071,-0.0454545,2.04356e-05
-0.19697,-0.0454545,2.28812e-05
-0.186869,-0.0454545,2.57067e-05
-0.176768,-0.0454545,2.89829e-05
-0.166667,-0.0454545,3.27952e-05
-0.156566,-0.0454545,3.72443e-05
-0.146465,-0.0454545,4.24453e-05
-0.136364,-0.0454545,4.85203e-05
-0.126263,-0.0454545,5.5578e-05
-0.116162,-0.0454545,6.36418e-05
-0.106061,-0.0454545,7.26692e-05
-0.0959596,-0.0454545,8.2474e-05
-0.0858586,-0.0454545,9.26337e-05
-0.0757576,-0.0454545,0.000102523
-0.0656566,-0.0454545,0.00011145
-0.0555556,-0.0454545,0.000118892
-0.0454545,-0.0454545,0.000124712
-0.0353535,-0.0454545,0.000129167
-0.0252525,-0.0454545,0.000132711
-0.0151515,-0.0454545,0.000135811
-0.00505051,-0.0454545,0.000138818
0.00505051,-0.0454545,0.000141662
0.0151515,-0.0454545,0.000143357
0.0252525,-0.0454545,0.00014286
0.0353535,-0.0454545,0.000138656
0.0454545,-0.0454545,0.000130358
0.0555556,-0.0454545,0.000118987
0.0656566,-0.0454545,0.000106218
0.0757576,-0.0454545,9.35313e-05
0.0858586,-0.0454545,8.18387e-05
0.0959596,-0.0454545,7.15261e-05
0.106061,-0.0454545,6.26446e-05
0.116162,-0.0454545,5.50756e-05
0.126263,-0.0454545,4.86359e-05
0.136364,-0.0454545,4.3223e-05
0.146465,-0.0454545,3.84962e-05
0.156566,-0.0454545,3.43813e-05
0.166667,-0.0454545,3.07745e-05
0.176768,-0.0454545,2.75976e-05
0.186869,-0.0454545,2.47905e-05
0.19697,-0.0454545,2.23049e-05
0.207071,-0.0454545,2.0101e-05
0.217172,-0.0454545,1.8145e-05
0.227273,-0.0454545,1.64074e-05
0.237374,-0.0454545,1.48626e-05
0.247475,-0.0454545,1.34878e-05
0.257576,-0.0454545,1.2257e-05
0.267677,-0.0454545,1.11679e-05
0.277778,-0.0454545,1.01932e-05
0.287879,-0.0454545,9.32062e-06
0.29798,-0.0454545,8.539e-06
0.308081,-0.0454545,7.83802e-06
0.318182,-0.0454545,7.20849e-06
0.328283,-0.0454545,6.64221e-06
0.338384,-0.0454545,6.13191e-06
0.348485,-0.0454545,5.6712e-06
0.358586,-0.0454545,5.25446e-06
0.368687,-0.0454545,4.87675e-06
0.378788,-0.0454545,4.53374e-06
0.388889,-0.0454545,4.21662e-06
0.39899,-0.0454545,3.92968e-06
0.409091,-0.0454545,3.66762e-06
0.419192,-0.0454545,3.42788e-06
0.429293,-0.0454545,3.2082e-06
0.439394,-0.0454545,3.00658e-06
0.449495,-0.0454545,2.82123e-06
0.459596,-0.0454545,2.65058e-06
0.469697,-0.0454545,2.49323e-06
0.479798,-0.0454545,2.34792e-06
0.489899,-0.0454545,2.21355e-06
0.5,-0.0454545,2.08911e-06
-0.5,-0.0353535,2.1573e-06
-0.489899,-0.0353535,2.28451e-06
-0.479798,-0.0353535,2.42179e-06
-0.469697,-0.0353535,2.57015e-06
-0.459596,-0.0353535,2.73073e-06
-0.449495,-0.0353535,2.90478e-06
-0.439394,-0.0353535,3.09373e-06
-0.429293,-0.0353535,3.29917e-06
-0.419192,-0.0353535,3.52291e-06
-0.409091,-0.0353535,3.76698e-06
-0.39899,-0.0353535,4.03368e-06
-0.388889,-0.0353535,4.32561e-06
-0.378788,-0.0353535,4.64571e-06
-0.368687,-0.0353535,4.99566e-06
-0.358586,-0.0353535,5.38175e-06
-0.348485,-0.0353535,5.80784e-06
-0.338384,-0.0353535,6.27917e-06
-0.328283,-0.0353535,6.80177e-06
-0.318182,-0.0353535,7.38267e-06
-0.308081,-0.0353535,8.02998e-06
-0.29798,-0.0353535,8.75315e-06
-0.287879,-0.0353535,9.56317e-06
-0.277778,-0.0353535,1.04728e-05
-0.267677,-0.0353535,1.14969e-05
-0.257576,-0.0353535,1.26528e-05
-0.247475,-0.0353535,1.39009e-05
-0.237374,-0.0353535,1.53986e-05
-0.227273,-0.0353535,1.71078e-05
-0.217172,-0.0353535,1.9065e-05
-0.207071,-0.0353535,2.13137e-05
-0.19697,-0.0353535,2.39063e-05
-0.186869,-0.0353535,2.69059e-05
-0.176768,-0.0353535,3.03893e-05
-0.166667,-0.0353535,3.44493e-05
-0.156566,-0.0353535,3.91989e-05
-0.146465,-0.0353535,4.47735e-05
-0.136364,-0.0353535,5.13289e-05
-0.126263,-0.0353535,5.90299e-05
-0.116162,-0.0353535,6.79257e-05
-0.106061,-0.0353535,7.81732e-05
-0.0959596,-0.0353535,8.96707e-05
-0.0858586,-0.0353535,0.000102124
-0.0757576,-0.0353535,0.000115003
-0.0656566,-0.0353535,0.000127635
-0.0555556,-0.0353535,0.000139422
-0.0454545,-0.0353535,0.000150037
-0.0353535,-0.0353535,0.000159436
-0.0252525,-0.0353535,0.000167681
-0.0151515,-0.0353535,0.000174843
-0.00505051,-0.0353535,0.000180925
0.00505051,-0.0353535,0.000185465
0.0151515,-0.0353535,0.000186563
0.0252525,-0.0353535,0.000182674
0.0353535,-0.0353535,0.000172518
0.0454545,-0.0353535,0.000156967
0.0555556,-0.0353535,0.000138676
0.0656566,-0.0353535,0.000120419
0.0757576,-0.0353535,0.000103927
0.0858586,-0.0353535,8.98074e-05
0.0959596,-0.0353535,7.79885e-05
0.106061,-0.0353535,6.81404e-05
0.116162,-0.0353535,5.98926e-05
0.126263,-0.0353535,5.29182e-05
0.136364,-0.0353535,4.69721e-05
0.146465,-0.0353535,4.17846e-05
0.156566,-0.0353535,3.72411e-05
0.166667,-0.0353535,3.32416e-05
0.176768,-0.0353535,2.97116e-05
0.186869,-0.0353535,2.65923e-05
0.19697,-0.0353535,2.38349e-05
0.207071,-0.0353535,2.13973e-05
0.217172,-0.0353535,1.92422e-05
0.227273,-0.0353535,1.73363e-05
0.237374,-0.0353535,1.56499e-05
0.247475,-0.0353535,1.41563e-05
0.257576,-0.0353535,1.28256e-05
0.267677,-0.0353535,1.16538e-05
0.277778,-0.0353535,1.0609e-05
0.287879,-0.0353535,9.67707e-06
0.29798,-0.0353535,8.84519e-06
0.308081,-0.0353535,8.10164e-06
0.318182,-0.0353535,7.43598e-06
0.328283,-0.0353535,6.83898e-06
0.338384,-0.0353535,6.30252e-06
0.348485,-0.0353535,5.81947e-06
0.358586,-0.0353535,5.38359e-06
0.368687,-0.0353535,4.98946e-06
0.378788,-0.0353535,4.63231e-06
0.388889,-0.0353535,4.30315e-06
0.39899,-0.0353535,4.00594e-06
0.409091,-0.0353535,3.73503e-06
0.419192,-0.0353535,3.48764e-06
0.429293,-0.0353535,3.26132e-06
0.439394,-0.0353535,3.05392e-06
0.449495,-0.0353535,2.86354e-06
0.459596,-0.0353535,2.68848e-06
0.469697,-0.0353535,2.52726e-06
0.479798,-0.0353535,2.37855e-06
0.489899,-0.0353535,2.24117e-06
0.5,-0.0353535,2.11408e-06
-0.5,-0.0252525,2.179e-06
-0.489899,-0.0252525,2.30821e-06
-0.479798,-0.0252525,2.44773e-06
-0.469697,-0.0252525,2.5986e-06
-0.459596,-0.0252525,2.762e-06
-0.449495,-0.0252525,2.93922e-06
-0.439394,-0.0252525,3.13174e-06
-0.429293,-0.0252525,3.34123e-06
-0.419192,-0.0252525,3.56955e-06
-0.409091,-0.0252525,3.81882e-06
-0.39899,-0.0252525,4.09143e-06
-0.388889,-0.0252525,4.39009e-06
-0.378788,-0.0252525,4.71787e-06
-0.368687,-0.0252525,5.07606e-06
-0.358586,-0.0252525,5.47246e-06
-0.348485,-0.0252525,5.91041e-06
-0.338384,-0.0252525,6.39542e-06
-0.328283,-0.0252525,6.93384e-06
-0.318182,-0.0252525,7.53305e-06
-0.308081,-0.0252525,8.20161e-06
-0.29798,-0.0252525,8.94948e-06
-0.287879,-0.0252525,9.78823e-06
-0.277778,-0.0252525,1.07313e-05
-0.267677,-0.0252525,1.17944e-05
-0.257576,-0.0252525,1.29956e-05
-0.247475,-0.0252525,1.42946e-05
-0.237374,-0.0252525,1.58506e-05
-0.227273,-0.0252525,1.7628e-05
-0.217172,-0.0252525,1.96651e-05
-0.207071,-0.0252525,2.20071e-05
-0.19697,-0.0252525,2.47084e-05
-0.186869,-0.0252525,2.78343e-05
-0.176768,-0.0252525,3.14634e-05
-0.166667,-0.0252525,3.56917e-05
-0.156566,-0.0252525,4.06367e-05
-0.146465,-0.0252525,4.64426e-05
-0.136364,-0.0252525,5.32843e-05
-0.126263,-0.0252525,6.13633e-05
-0.116162,-0.0252525,7.07557e-05
-0.106061,-0.0252525,8.18127e-05
-0.0959596,-0.0252525,9.45534e-05
-0.0858586,-0.0252525,0.000108901
-0.0757576,-0.0252525,0.000124585
-0.0656566,-0.0252525,0.000141189
-0.0555556,-0.0252525,0.000158273
-0.0454545,-0.0252525,0.000175419
-0.0353535,-0.0252525,0.00019209
-0.0252525,-0.0252525,0.000207466
-0.0151515,-0.0252525,0.00022059
-0.00505051,-0.0252525,0.000230557
0.00505051,-0.0252525,0.000236004
0.0151515,-0.0252525,0.000234513
0.0252525,-0.0252525,0.000224695
0.0353535,-0.0252525,0.000206328
0.0454545,-0.0252525,0.000182076
0.0555556,-0.0252525,0.000156366
0.0656566,-0.0252525,0.000132834
0.0757576,-0.0252525,0.000113059
0.0858586,-0.0252525,9.70229e-05
0.0959596,-0.0252525,8.40564e-05
0.106061,-0.0252525,7.34362e-05
0.116162,-0.0252525,6.4584e-05
0.126263,-0.0252525,5.70818e-05
0.136364,-0.0252525,5.05583e-05
0.146465,-0.0252525,4.48832e-05
0.156566,-0.0252525,3.98896e-05
0.166667,-0.0252525,3.54856e-05
0.176768,-0.0252525,3.16e-05
0.186869,-0.0252525,2.8174e-05
0.19697,-0.0252525,2.5156e-05
0.207071,-0.0252525,2.24995e-05
0.217172,-0.0252525,2.0162e-05
0.227273,-0.0252525,1.8105e-05
0.237374,-0.0252525,1.62938e-05
0.247475,-0.0252525,1.46973e-05
0.257576,-0.0252525,1.32798e-05
0.267677,-0.0252525,1.2038e-05
0.277778,-0.0252525,1.09346e-05
0.287879,-0.0252525,9.95364e-06
0.29798,-0.0252525,9.08068e-06
0.308081,-0.0252525,8.30265e-06
0.318182,-0.0252525,7.60801e-06
0.328283,-0.0252525,6.98658e-06
0.338384,-0.0252525,6.42947e-06
0.348485,-0.0252525,5.92891e-06
0.358586,-0.0252525,5.47816e-06
0.368687,-0.0252525,5.07134e-06
0.378788,-0.0252525,4.70334e-06
0.388889,-0.0252525,4.36554e-06
0.39899,-0.0252525,4.06087e-06
0.409091,-0.0252525,3.78352e-06
0.419192,-0.0252525,3.53058e-06
0.429293,-0.0252525,3.29944e-06
0.439394,-0.0252525,3.08786e-06
0.449495,-0.0252525,2.89382e-06
0.459596,-0.0252525,2.71557e-06
0.469697,-0.0252525,2.55156e-06
0.479798,-0.0252525,2.40039e-06
0.489899,-0.0252525,2.26085e-06
0.5,-0.0252525,2.13185e-06
-0.5,-0.0151515,2.1949e-06
-0.489899,-0.0151515,2.32547e-06
-0.479798,-0.0151515,2.46653e-06
-0.469697,-0.0151515,2.61912e-06
-0.459596,-0.0151515,2.78443e-06
-0.449495,-0.0151515,2.96381e-06
-0.439394,-0.0151515,3.15876e-06
-0.429293,-0.0151515,3.37098e-06
-0.419192,-0.0151515,3.60238e-06
-0.409091,-0.0151515,3.85514e-06
-0.39899,-0.0151515,4.1317e-06
-0.388889,-0.0151515,4.43486e-06
-0.378788,-0.0151515,4.76775e-06
-0.368687,-0.0151515,5.13233e-06
-0.358586,-0.0151515,5.53601e-06
-0.348485,-0.0151515,5.98234e-06
-0.338384,-0.0151515,6.47701e-06
-0.328283,-0.0151515,7.0266e-06
-0.318182,-0.0151515,7.63871e-06
-0.308081,-0.0151515,8.32223e-06
-0.29798,-0.0151515,9.08743e-06
-0.287879,-0.0151515,9.94629e-06
-0.277778,-0.0151515,1.09127e-05
-0.267677,-0.0151515,1.20028e-05
-0.257576,-0.0151515,1.32351e-05
-0.247475,-0.0151515,1.45904e-05
-0.237374,-0.0151515,1.61857e-05
-0.227273,-0.0151515,1.80082e-05
-0.217172,-0.0151515,2.00965e-05
-0.207071,-0.0151515,2.24964e-05
-0.19697,-0.0151515,2.52621e-05
-0.186869,-0.0151515,2.84587e-05
-0.176768,-0.0151515,3.21634e-05
-0.166667,-0.0151515,3.64699e-05
-0.156566,-0.0151515,4.14928e-05
-0.146465,-0.0151515,4.73741e-05
-0.136364,-0.0151515,5.42908e-05
-0.126263,-0.0151515,6.24573e-05
-0.116162,-0.0151515,7.20007e-05
-0.106061,-0.0151515,8.33491e-05
-0.0959596,-0.0151515,9.6685e-05
-0.0858586,-0.0151515,0.000112192
-0.0757576,-0.0151515,0.000129979
-0.0656566,-0.0151515,0.000150101
-0.0555556,-0.0151515,0.000172548
-0.0454545,-0.0151515,0.000196992
-0.0353535,-0.0151515,0.000222314
-0.0252525,-0.0151515,0.000246355
-0.0151515,-0.0151515,0.000266426
-0.00505051,-0.0151515,0.00027999
0.00505051,-0.0151515,0.000284553
0.0151515,-0.0151515,0.000278031
0.0252525,-0.0151515,0.000260299
0.0353535,-0.0151515,0.000233133
0.0454545,-0.0151515,0.000200974
0.0555556,-0.0151515,0.000169397
0.0656566,-0.0151515,0.000142206
0.0757576,-0.0151515,0.000120407
0.0858586,-0.0151515,0.000103245
0.0959596,-0.0151515,8.9537e-05
0.106061,-0.0151515,7.83034e-05
0.116162,-0.0151515,6.88796e-05
0.126263,-0.0151515,6.08358e-05
0.136364,-0.0151515,5.37319e-05
0.146465,-0.0151515,4.75647e-05
0.156566,-0.0151515,4.21282e-05
0.166667,-0.0151515,3.73377e-05
0.176768,-0.0151515,3.3123e-05
0.186869,-0.0151515,2.94219e-05
0.19697,-0.0151515,2.61769e-05
0.207071,-0.0151515,2.3335e-05
0.217172,-0.0151515,2.0847e-05
0.227273,-0.0151515,1.86683e-05
0.237374,-0.0151515,1.67587e-05
0.247475,-0.0151515,1.50827e-05
0.257576,-0.0151515,1.35974e-05
0.267677,-0.0151515,1.23027e-05
0.277778,-0.0151515,1.11557e-05
0.287879,-0.0151515,1.01389e-05
0.29798,-0.0151515,9.23623e-06
0.308081,-0.0151515,8.43363e-06
0.318182,-0.0151515,7.71858e-06
0.328283,-0.0151515,7.08015e-06
0.338384,-0.0151515,6.50882e-06
0.348485,-0.0151515,5.99634e-06
0.358586,-0.0151515,5.53555e-06
0.368687,-0.0151515,5.12026e-06
0.378788,-0.0151515,4.74509e-06
0.388889,-0.0151515,4.40262e-06
0.39899,-0.0151515,4.09357e-06
0.409091,-0.0151515,3.81244e-06
0.419192,-0.0151515,3.5562e-06
0.429293,-0.0151515,3.32222e-06
0.439394,-0.0151515,3.10814e-06
0.449495,-0.0151515,2.91194e-06
0.459596,-0.0151515,2.73179e-06
0.469697,-0.0151515,2.5661e-06
0.479798,-0.0151515,2.41347e-06
0.489899,-0.0151515,2.27263e-06
0.5,-0.0151515,2.14249e-06
-0.5,-0.00505051,2.20506e-06
-0.489899,-0.00505051,2.33638e-06
-0.479798,-0.00505051,2.47825e-06
-0.469697,-0.00505051,2.63174e-06
-0.459596,-0.00505051,2.79805e-06
-0.449495,-0.00505051,2.97854e-06
-0.439394,-0.00505051,3.17473e-06
-0.429293,-0.00505051,3.38832e-06
-0.419192,-0.00505051,3.62126e-06
-0.409091,-0.00505051,3.87573e-06
-0.39899,-0.00505051,4.1542e-06
-0.388889,-0.00505051,4.4595e-06
-0.378788,-0.00505051,4.79479e-06
-0.368687,-0.00505051,5.1642e-06
-0.358586,-0.00505051,5.57199e-06
-0.348485,-0.00505051,6.02304e-06
-0.338384,-0.00505051,6.52311e-06
-0.328283,-0.00505051,7.07889e-06
-0.318182,-0.00505051,7.69811e-06
-0.308081,-0.00505051,8.38976e-06
-0.29798,-0.00505051,9.16426e-06
-0.287879,-0.00505051,1.00337e-05
-0.277778,-0.00505051,1.10122e-05
-0.267677,-0.00505051,1.21158e-05
-0.257576,-0.00505051,1.33633e-05
-0.247475,-0.00505051,1.47851e-05
-0.237374,-0.00505051,1.63999e-05
-0.227273,-0.00505051,1.82429e-05
-0.217172,-0.00505051,2.03521e-05
-0.207071,-0.00505051,2.27721e-05
-0.19697,-0.00505051,2.55555e-05
